cluster_label,avg_common,max_common,min_common_nonzero,user_count
0,0.0,0.0,0.0,2187
1,0.001832199754518768,2.7334935022387246,1.0105711477558152,45785
2,0.039063881833493394,148.6164383561644,1.0410958904109588,73
3,0.0290440254289233,17.90363196125908,1.0058111380145278,2065
