User_ID,PCC_Score
A1HCCW38EQQBTY,0.26052404030677645
A3GS5WAQVO4CFB,0.2591147910521782
A2A788AUOVBOL2,0.2539663751905731
A17P4YJ8E81WNX,0.25340362380509834
A22WY238ZYNOS1,0.2522657836373175
A3J8SZL4IN1D46,0.246186196654077
A1OKLAQJVFREOQ,0.246186196654077
A3BY2QW7T0401N,0.24563009963363372
A32XSKO7TOI0BH,0.2417955702659611
A3D2VIUT2HWP0Z,0.23783846169504747
A9DG42O0DBLFJ,0.23028610030812735
AUNTP49HBIDWR,0.23028610030812735
A2KD62P971YDYL,0.23028610030812735
A1ZSCLGFSLQ73P,0.23028610030812735
A1S10OAFGPC4W,0.2293588588649355
A70YTUFJY5HXN,0.2290961272134726
A356RFKNIG043B,0.22716343239796594
A2U6L6XZ2LSNBP,0.22716343239796594
A3OLZXHFGUAMWW,0.22448626655748075
A1K8ZDVUISGYS5,0.22433927820244284
A23Y7ESOGEBSZT,0.2081682262672338
AHUT55E980RDR,0.20032273572237666
AHMAQXXYIR6DK,0.19255560929719126
A1UHVLIX5CKVSN,0.18802781353676534
A3FWHXSZSTKFIU,0.18516849018271403
A1TGCU5CZF9LKA,0.18031652641589235
A3HU0B9XUEVHIM,0.1791810201956408
A3VPEY3KJDU20G,0.17773714750007247
A12KG1WB97PFC7,0.1703831022040929
A1G41M8Z7ABOB5,0.1698118828694879
A35XAPHVURGQID,0.168177189091545
A14GK0E64J0WAS,0.16649832186761754
A200C7YQJ45LRR,0.16577510998337341
ANAYSRE3LX8GZ,0.1637485757060853
A3211X76DK0WH6,0.16374857570608525
A30UZ4M6ISPY7P,0.1618703523469365
A23I4TZSZYSY1Q,0.15774410068215008
A38B3TPA6OFT9T,0.15502262241962644
A1PV85C09Z4OB8,0.1540643284498938
A1PWANJ4V0TXCO,0.15398030581808497
A2F8XJL9VQZWK5,0.15352406687208492
A23FQRKY8W2MM4,0.15137369122406572
A28XPN759HNNFL,0.15054273322824702
A1HFVQZIDK7UUD,0.15046531005297137
AFTN9ZLB22PSZ,0.14729143241904152
A3RW6WQB5VZXFZ,0.14564571809033713
AKGF27HN0OF19,0.1456301158260741
A1VTEL32W5FM13,0.14445138940444188
A24ZFFRQ4MG3XL,0.14177051016705233
A3PCTD8QM1BIXI,0.1389248745991242
A8IFUOL8S9BZC,0.13834026071554495
A3RC3AK8UN89I9,0.13793703507812372
A3AVJCB1ZD6ZY5,0.13681032984106337
A1FFPPPIOSI36M,0.1358903882739577
A1FML9FCUPV6TI,0.13363200349079524
A35MJ7O1VF60QD,0.1329557420035265
A1RUSVRWZ312LS,0.1329557420035265
A2WQ3US8LZ9DHO,0.1329557420035265
A2IEX7ESCYYD5H,0.1326484715627129
AE9GUE3HHOX3U,0.12876552610146777
A2JE1FQQBSH8N0,0.12741851504577148
A2DJYERRIH5C8T,0.12539002492367665
A4622J2IA15MN,0.12216076311049187
A299AG3O394X32,0.12182814829340693
A2GU91ACEJYX4D,0.12160620710002529
A1GN8UJIZLCA59,0.12159172635675215
AF0I33Y69SQ8T,0.1201270812738682
A24EXRGZ24WZ22,0.1200032523215597
AD3C29MKDX7V2,0.1179157474722088
A19IBZGD11Q0XL,0.1175285396954261
A31U2QT7SAL7K,0.11711901944874792
A1IUSWIWF7087C,0.11469287061260787
AR5VUOE6SSOI6,0.11407780242638085
A3KI6BR7K37S1I,0.11385649524695299
AQO5XQGZWYKVG,0.11223783787111667
A2HIL1IWWD2WEA,0.11127059735777493
A2GTFSIRMQS3DS,0.11042087047750507
A27RIWPJMP3XYD,0.11039787331585246
A1ZGR5OLRH9YON,0.10960090668300594
A1HOVGEE981HS0,0.10902168022580062
A3E5CFU0IEGPDS,0.10855790876058824
A2KBZNLNGTPG71,0.10855790876058823
A3FBUPRCGDQUXM,0.10855790876058823
A30QPTW3XXDBB1,0.10855790876058821
A5A2QE6NECFR5,0.10781435268960586
A3PL6TUZRYMVGB,0.10504386030674576
A1Q2GLZXL2CNJ8,0.10437819243349908
A24N1BAS3CU27H,0.10361494350690756
A1XFNWGTPMG1AE,0.10275989391419085
A28FNKCGFS03VL,0.10203428837967121
A29TNAVMPYFRDF,0.1011877097145236
A1JRHL29A1ABOT,0.10010714913153129
A18GQX0YEY1J0M,0.09909935903960308
A3JAR8K4EF94ZO,0.09879427490914788
A30VXZ470KOEG2,0.09879427490914788
A2ZE40LXZFBCK,0.09775563891703225
A36RS7KTNOBROF,0.09735985463728832
A1WS216SC5QOQ0,0.09709714539355808
A2JAKHFYI88ZX0,0.09607598876381862
A3DDDXG42DOA0U,0.09428053380253365
A28HZPK2ITCGNO,0.09399041210182352
A1A1IHJPPKS14U,0.09242732800518275
A1GQ4GI1UGS6YS,0.09117549142557227
A1E33ER4JG5B11,0.09041909639230093
A1P3SPJ15O5RQ1,0.08977254757774458
AL8IDHJPCE00K,0.0895840794422221
A2Q7IEWOOV66UT,0.08923353862761746
A344FQSEVEAG75,0.08918942313564282
A3J8ABVGK7ZL6H,0.08805209117063138
A2LKE0SEQBP6PD,0.08762559541924773
A3DJWGTT4OZO5E,0.08753876498627237
AWNVGGJEL9NZP,0.087519829560426
A12RPVI3AHS71O,0.08703996454431143
A2HWD9PTM7RBXN,0.08691402692556269
ASSFATPZCV08E,0.08640000225697968
A312Y5YE9UB7T4,0.08640000225697961
A18VFI51X21VWA,0.08640000225697961
A1RI2NEFN67CRN,0.0855771450926275
ABINE9ZWBIGE2,0.08501444982478329
A2KLX4ITT3XN37,0.08465436772196604
A2C1B85XA6TYEF,0.08465436772196604
A3HZEYCYW9EUWM,0.08465436772196602
A1HK016IA2U7G7,0.08465436772196602
AE31M52VLKOG6,0.08464511983801647
A3FTSMLO4972GR,0.08416884092042694
ANB5WY9TBBZFJ,0.08364657763003787
A2C7BOQVFH1HLE,0.08356970213737593
A1UOR1E7G4EV6D,0.0829893499622637
A19LR9CIWT5OMP,0.0828597144399305
AB8H76Y4XPAVA,0.0827575067848451
A15Z2947ZA5TJF,0.08265722066690243
A1QA83DYY3IU0U,0.08261420363527858
A2GIB7FPB00V2,0.08244414477253473
A3AOOJISN2V5F9,0.0819086894051873
A2C7M79A9NKF5E,0.08188034239295053
A1D3P0DD6121R2,0.08181741238966288
ABH741JTXOZZN,0.0816473964233653
A3GSULO9NWMFN9,0.08121767328429493
AJK5WHV1GW941,0.07983331629910499
A1Q8PMUXW8D1DI,0.07948800207642129
A25WMDPFXUX5YL,0.07912900874969099
AGAMDS21PJZPK,0.07907753584000227
A2OGLW5960ZL6X,0.07884268232502695
ARZ0NU0B17ICJ,0.07776000203128168
AADJXNY9HSKJF,0.07748332230771174
A35GU60F0WQJ7B,0.07734857344910553
A7DY3FGHF4I7C,0.07727851132109673
A15AA7MB9XN2S2,0.07727851132109671
AGWIUA69PIF3G,0.07727851132109671
A1QR60N2ERXF40,0.07727851132109671
ARDNTJLKLIULD,0.07727851132109671
A2OE444U8RR91B,0.07727851132109671
A17P2XG2KGWXR,0.07727851132109671
AITIAOB6ICRLW,0.07727851132109671
A2F5QWRFK6F29L,0.07727851132109671
A29HT9J9U4QPV5,0.07727851132109671
A196AGW8T1IPF1,0.07727851132109671
A37CDON8E7QXH0,0.07727851132109671
AI3TTQMOR04T2,0.07727851132109671
A357SWZ1O4MFRS,0.07676203343604246
AUYT4LZ8HNBXC,0.07676203343604245
A3DAH48KZN2T78,0.07588599165480589
A2T09VT7R0PA4A,0.07588599165480589
A35JR4D6FLXYRQ,0.07503497251719429
A3SDCMI9Q0XJOO,0.07459238565520018
A1RNSJIOGBUYCC,0.07440029194053599
A15T3Y3BL2AJ9V,0.07428184916806851
A2GPKJQJQEUF2M,0.07415993060770205
A268MFPSNVICJS,0.07359858221056828
A3VM9K4M0RQZRQ,0.07356867671075619
A2OJNP4NOWGX01,0.07336290169801267
A1YDNVLHKFZ0BR,0.07302765143540718
A1RJD10TTI568L,0.0730213295160398
A2B9Y0WXNSN17U,0.07302132951603979
A3EMZRRKLCCST7,0.07296000190589394
A3BNXOR8F7IMEL,0.0721115888832686
AG7SI3ZOXPH0K,0.0720417826683173
A3C6ZCBUNXUT7V,0.07175861765530411
A30406MNFLGSEF,0.0717586176553041
A3H86RL7TI6VVL,0.0717586176553041
A1ONUF6LB72IYE,0.07109788963408702
ALND45MWBGUQS,0.07054530643497169
A3W0POMI33YQXQ,0.0700803377962681
A35OZD7M5FJLTQ,0.0691200018055837
A1ZO7G110FUAS7,0.06912000180558364
A22ZTTVSPON259,0.0688654152985311
A37Y9UJBF3C32C,0.0686587543543482
A255LDQWWXHQHD,0.06865804994164107
A2U49LUUY4IKQQ,0.06807620206077973
A2SGTBELRBHU16,0.06692515397071308
A3KRZDWHU4AYQA,0.06692515397071308
A3GZ1LI58E56P5,0.06692515397071308
A2PV6GK1HV54Y9,0.06675172498179319
AHX3WF4PBV9D1,0.06639751638205871
A3PMEJAYKF3VUC,0.06583053013557183
AK7LUTN5GEINZ,0.0657120279287395
AXFI7TAWD6H6X,0.0652707298545294
A3BCS8I6AZVHH3,0.06518654113450409
A30F000R844T8H,0.06418285881947061
A37T9RGKM9RF37,0.0637382418768696
A39BQSR4JK3HPG,0.06356500264715897
AURCMN8ARCWVD,0.06349077579147452
A3S0H7BQNATVIQ,0.0634907757914745
A3QYQ614M82F57,0.0634907757914745
AC2DWRWVQX263,0.06321859678403771
A1O16J4RN90W3H,0.06269696619937616
A1SBOUSPSIAJNP,0.06267593784558846
A155TKM8DDLQFW,0.06245046788017013
AJZR37LXKSI7P,0.06244031318500511
A1S2IY37JU93XS,0.06221944376522966
A1A9ILR82DDD20,0.061714287326414034
A38SHBX6H6UUZ1,0.06141473325036593
A1I2OS2DRYD1DR,0.061394790163868236
A17WQ1OXZGPDQ4,0.06122911671561579
A14X278KWM1Q2W,0.061085595179220784
A2X2NZPZ5PJGC0,0.06106599627653807
A2XE7SG4ZFAOIB,0.06062540467281126
A3O2UXL1MGN6F8,0.06053607947935066
AEMV9IMH665B9,0.05945961542376192
A1VZDPPHLYZ0KB,0.059459615423761866
A14VN1YPC1VE9Z,0.058929054678064516
A1V6QC344PEG3C,0.05805558018451008
A23KAWGZ4RE1RI,0.057775267126568844
A3FL6CIO8QIJ2F,0.05710076508982076
A17M7W86I9DBTR,0.05661335885358533
A1NN3CVQCPMO6H,0.056562078626709256
A170UXQQ56AHO4,0.056562078626709235
A3RMZPK9F8EV1M,0.0565330330708192
A1EXSRIMDLUE9W,0.05593235010201331
A8SCX6VUTE05H,0.0553852472113203
A5765SIMK2F3X,0.05525797762896212
A1Y0ZQVNGSQAPI,0.055048907084064756
A1AA6YCYJJOWEU,0.05464415939514889
A3UU1V0MP4I9GL,0.05464415939514888
A1B42F44F7DZVN,0.054644159395148856
AEK7ALGIKV6QL,0.054644159395148856
A2RWGW6TGUX7E5,0.054644159395148856
A62NGTPK8SHDP,0.054644159395148856
A3QPA2Y4CDZUAH,0.05456863184088323
A2WRWK0ARXOFSZ,0.052853533744943115
AW07FA7QQ7IG0,0.05218075196915975
A1B8US60MAG8N4,0.05184000135418779
AUFW0LEC5N4CS,0.051840001354187766
A2U8PYO667PVO0,0.05184000135418775
A1XPTVJC8OMM3I,0.05179520065328021
A5ECBSB9OKQK4,0.051017144189835606
A2M5K96R45DA1H,0.05082923510129678
A1LRS1JGPULB5G,0.05032400276017204
AQLKBEVHUQ0JK,0.049576717357247155
A3F7U41ZW2FPE8,0.04854857269677905
APKQR89QEL8MK,0.048548572696779015
A11MI5QN5FQKZX,0.048441463911982174
A2RZUFRYRHTRS8,0.04818158200305138
A1U11PS71ML0YJ,0.047987417020591214
A1IABIGVI7RCVL,0.04756163589588518
A1ULXTPY2R8LLD,0.04732323020464502
A1PO9VNIADLB6D,0.04732323020464502
A32W8WR1QHAOP6,0.04732323020464502
A2F3CWVP7PZ4SH,0.04732323020464502
A2ZC65K528GEJT,0.04732323020464502
A1752XLIVYPQ90,0.04732323020464502
A22NG09H7YCD2N,0.04732323020464502
A6UOM11FVGTRL,0.04732323020464502
A1J1Q9RRBD6SJV,0.04732323020464502
A1K0DL0KWRCQTJ,0.04732323020464502
A1534MBU6VJXYN,0.04688734675980993
A3ANHDTQXK3NJ,0.04686223927465978
A1QEWOSV05RYEO,0.04669423799618443
A4GU46B1MDFIB,0.04616031955709783
A2BO41VARYGTAC,0.044531414283885365
A36AGG9H9P1KSE,0.04450445921069741
A1JCXVD6H8FSRP,0.04441331741331467
A2QDZF93NCV0NN,0.04434276404483935
A3LKBEUWRI7WCD,0.04434276404483935
A3LZBOBV9H1HDV,0.04415341924038807
A1G7YNZXPBWA4Y,0.0439929063623264
ALKBO0791XOU9,0.04395000736981008
A3994UH79BJIPV,0.04333497395291118
AJNQTSR3IMW8Z,0.04234836333884629
A2XWKKC8QCCK7K,0.04232718386098302
A34C3KJTPO159F,0.042279166620498874
A1XVYE0A34BDKR,0.04189997360995056
A14QJDH2XH0VDD,0.04167428327703404
A3H5VVDA5XCGRF,0.04131827647003299
A2JD3AFEUWWB1Q,0.0411496101174163
APGJXTZVV4JXN,0.041067446246072815
A34YKHOG6DGIXW,0.04094017119647525
A24P8BEJ26FU01,0.04056276874683861
A101RMTZ93J1KH,0.040479220215812566
A3C1KYTDILG2FO,0.04035738631956711
A3DWUM6SN3N3NR,0.04035738631956711
A2H3JURQZOHVMB,0.04019367844517539
A3J74IC5X508RW,0.03990645164884118
AB4YW6ENQ8KV8,0.039749805152517366
A1DH42FV47N8L,0.0395875993180346
A28C3ZCHCNNDNF,0.03903175783037522
AFPQVUEI3D46K,0.039031542425106355
A1DYB9MKFYEGS4,0.03879991853923444
A54NBEOTYYTJQ,0.038639255660548356
A28LYKSQEB8WNA,0.03863925566054835
A39K9GDTIZ0933,0.038545265602441085
ASUFZ7OCKDM4H,0.03728306729742849
A21CK5ZZM6SCM5,0.036713401112736105
A1JXEJFPV9EUVS,0.03642943959676592
A2TQIY0R7FBMQP,0.0360836247486455
A1LBIZLET9CW1I,0.035971189410430336
A2A16X4TM1ZBPV,0.035272653217485836
A2B2J5VS139VLM,0.03505603303227827
A27YXZS8KA3SQT,0.03505603303227827
A1IANEBSMVGHS9,0.03497925856433325
A1UH3S1GVFSMFH,0.03495932655001995
A18IK6YI6T3RK2,0.03495932655001994
A2NQTZEM32F9H6,0.03495052178308769
AKAZT5193KFR1,0.03456000090279188
A3PU22FKMDZWM3,0.03456000090279186
A34966E1Z1JR2D,0.034560000902791856
A25IDE0HDW6R9X,0.034560000902791856
