feature,mean_before,std_before,mean_after,std_after
num_raters,3.466323261676353,19.726725080883394,-2.9852646275195023e-18,1.0
avg_rating,4.65191095248932,0.7633726315421071,1.4966126665964438e-15,0.9999999999999998
std_rating,0.16165496387219264,0.430894473330567,6.443196154396259e-17,0.9999999999999998
